ISBN,result,price_paperback,price_hardcover
2070519740,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $2.95  \n\n\n   \n     3 Used from $2.95         4 New from $29.14      ', '  Paperback  \n $3.27  \n\n\n   \n     10 Used from $3.27         1 New from $24.20      ', '  Mass Market Paperback  \n $3.00  \n\n\n   \n     5 Used from $3.00      ', '  Pocket Book  \n $13.57  \n\n\n   \n     6 Used from $2.50         13 New from $9.68      '], '2070519740')",3.27,2.95
193212800X,"(['  Kindle  \n $5.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $38.37  \n\n\n   \n     8 Used from $20.21         5 New from $37.99         1 Collectible from $31.99      ', '  Paperback  \n $10.56  \n\n\n   \n     87 Used from $0.01         8 New from $10.89         2 Collectible from $9.95      ', '  Audio CD  \n $30.72  \n\n\n   \n     5 Used from $22.85         4 New from $30.72      '], '193212800X')",10.56,38.37
849677869X,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n    \n                             from $239.52                \n\n\n   \n     4 Used from $239.52      ', '  Paperback  \n $10.79  \n\n\n   \n     8 Used from $10.40         20 New from $8.62      ', '  Mass Market Paperback  \n    \n                             from $344.99                \n\n\n   \n     1 Used from $344.99         1 New from $344.99      '], '849677869X')",10.79,
0060566485,"(['  Kindle  \n $5.49  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $6.49  \n\n\n   \n     29 Used from $1.44         2 New from $6.45         1 Collectible from $7.01      ', '  Paperback  \n    \n                             from $6.60                \n\n\n   \n     3 Used from $6.60      ', '  Mass Market Paperback  \n $7.99  \n\n\n   \n     42 Used from $1.24         8 New from $5.00         1 Collectible from $4.25      '], '0060566485')",7.99,6.49
0808591185,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $7.99 to buy    ', '  School & Library Binding  \n $30.04  \n\n\n   \n     4 Used from $29.76      ', '  Paperback  \n $7.00  \n\n\n   \n     43 Used from $1.46         2 Collectible from $25.00      ', '  Mass Market Paperback  \n $12.36  \n\n\n   \n     10 Used from $12.35         1 New from $61.20      '], '0808591185')",7.0,
0465011535,"(['  Kindle  \n $3.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $15.99  \n\n\n   \n     52 Used from $2.21         21 New from $12.42         3 Collectible from $11.50      ', '  Paperback  \n $19.30  \n\n\n   \n     27 Used from $1.72         12 New from $9.85      '], '0465011535')",19.3,15.99
1400151171,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $2.59  \n\n\n   \n     30 Used from $2.59      ', '  Paperback  \n $3.99  \n\n\n   \n     1 New from $3.99      ', '  Mass Market Paperback  \n $19.99  \n\n\n   \n     1 Used from $19.99      ', '  MP3 CD  \n    \n                             from $10.00                \n\n\n   \n     1 Used from $10.95         1 New from $10.00      '], '1400151171')",3.99,2.59
0230610226,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $46.95  \n\n\n   \n     24 Used from $5.85         4 New from $42.89         2 Collectible from $42.00      ', '  Paperback  \n $15.26  \n\n\n   \n     6 Used from $9.47         8 New from $9.49      ', '  Audio CD  \n $24.75  \n\n\n   \n     2 New from $20.99      '], '0230610226')",15.26,46.95
0143114883,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $6.09  \n\n\n   \n     33 Used from $2.99         2 New from $7.31         4 Collectible from $9.00      ', '  Paperback  \n $16.00  \n\n\n   \n     35 Used from $1.90         3 New from $12.00      ', '  MP3 CD  \n $14.97  \n\n\n   \n     1 Used from $9.96         1 New from $14.97      '], '0143114883')",16.0,6.09
0143001981,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  School & Library Binding  \n $26.95  \n\n\n   \n     1 New from $26.95      ', '  Paperback  \n $7.76  \n\n\n   \n     6 Used from $7.75      ', '  Audio CD  \n $14.95  \n\n\n   \n     1 Used from $9.00         2 New from $9.95      '], '0143001981')",7.76,
0425039803,"(['  Kindle  \n $3.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $21.05  \n\n\n   \n     11 Used from $17.94      ', '  Paperback  \n $31.99  \n\n\n   \n     2 Used from $51.79         9 New from $27.48      ', '  Mass Market Paperback  \n $18.24  \n\n\n   \n     2 Used from $18.24      ', '  Audio CD  \n $24.26  \n\n\n   \n     2 New from $23.49      '], '0425039803')",31.99,21.05
0708880975,"(['  Paperback  \n $3.80  \n\n\n   \n     13 Used from $3.80      ', '  Mass Market Paperback  \n $12.69  \n\n\n   \n     14 Used from $3.86         1 New from $48.27         1 Collectible from $21.50      '], '0708880975')",3.8,
1587314517,"(['  Kindle  \n $14.49  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $19.03  \n\n\n   \n     19 Used from $15.03      ', '  Paperback  \n $19.00  \n\n\n   \n     20 Used from $9.48         25 New from $14.41      '], '1587314517')",19.0,19.03
0345486544,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $11.09  \n\n\n   \n     121 Used from $0.01         7 New from $5.00         6 Collectible from $2.25      ', '  Paperback  \n    \n                             from $22.91                \n\n\n   \n     1 New from $22.91      ', '  Mass Market Paperback  \n $7.99  \n\n\n   \n     94 Used from $0.99         5 New from $7.99         2 Collectible from $4.76      ', '  Audio CD  \n $9.99  \n\n\n   \n     4 Used from $4.70         3 New from $8.46      '], '0345486544')",7.99,11.09
0340837845,"(['  Kindle  \n $16.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $12.93  \n\n\n   \n     10 Used from $3.79         1 New from $53.37         1 Collectible from $9.00      ', '  Paperback  \n $14.95  \n\n\n   \n     10 Used from $6.01         5 New from $9.89      ', '  Audio, Cassette  \n    \n                             from $57.14                \n\n\n   \n     1 Used from $57.14      '], '0340837845')",14.95,12.93
1840220708,"(['  Kindle  \n $2.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $6.99  \n\n\n   \n     19 Used from $1.91         15 New from $5.04      '], '1840220708')",6.99,
1572840986,"(['  Paperback  \n $5.95  \n\n\n   \n     34 Used from $3.00         4 New from $22.71      '], '1572840986')",5.95,
0451403002,"(['  Kindle  \n $2.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $10.39  \n\n\n   \n     45 Used from $1.80      ', '  Paperback  \n $11.39  \n\n\n   \n     79 Used from $0.99         17 New from $4.61      ', '  Mass Market Paperback  \n $16.44  \n\n\n   \n     19 Used from $1.18      ', '  Audio, Cassette  \n $16.17  \n\n\n   \n     3 New from $16.17      '], '0451403002')",11.39,10.39
2708126628,"(['  Paperback  \n $23.15  \n\n\n   \n     4 Used from $21.53      '], '2708126628')",23.15,
0786241950,"(['  Kindle  \n $4.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $18.61  \n\n\n   \n     6 Used from $16.00      ', '  Paperback  \n    \n                             from $20.91                \n\n\n   \n     1 New from $20.91      ', '  Mass Market Paperback  \n $7.99  \n\n\n   \n     57 Used from $1.47         6 New from $7.13         5 Collectible from $5.00      ', '  Audio, Cassette  \n $25.00  \n\n\n   \n     2 Used from $25.00      '], '0786241950')",7.99,18.61
140121715X,"(['  Paperback  \n $39.98  \n\n\n   \n     5 Used from $39.98         1 New from $39.99         2 Collectible from $46.00      '], '140121715X')",39.98,
0385661029,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $48.34  \n\n\n   \n     9 Used from $6.09         2 New from $48.34      ', '  Paperback  \n $16.79  \n\n\n   \n     79 Used from $1.95         23 New from $10.49         5 Collectible from $10.16      ', '  Audio CD  \n    \n                             from $12.95                \n\n\n   \n     2 Used from $12.95      '], '0385661029')",16.79,48.34
0375852085,"(['  Kindle  \n $4.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Library Binding  \n $11.80  \n\n\n   \n     1 Used from $11.80      ', '  Paperback  \n $4.89  \n\n\n   \n     118 Used from $1.18         20 New from $3.51         1 Collectible from $5.49      '], '0375852085')",4.89,
0681409746,"(['  Kindle  \n $0.60  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $6.07  \n\n\n   \n     12 Used from $2.49         2 New from $24.95      ', '  Paperback  \n $3.55  \n\n\n   \n     5 Used from $1.35         1 New from $3.55      ', '  Mass Market Paperback  \n $5.95  \n\n\n   \n     34 Used from $1.52         11 New from $3.00      ', '  MP3 CD  \n    \n                             from $9.99                \n\n\n   \n     1 New from $9.99      ', '  Board book  \n $6.99  \n\n\n   \n     1 Used from $6.99      '], '0681409746')",3.55,6.07
2226009566,"(['  Paperback  \n $26.64  \n\n\n   \n     3 Used from $19.27         4 New from $26.64      ', '  Book Supplement  \n    \n                             from $17.07                \n\n\n   \n     3 Used from $17.07         1 New from $261.00      '], '2226009566')",26.64,
0786218681,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $13.99  \n\n\n   \n     13 Used from $5.08         11 New from $13.99         1 Collectible from $71.49      ', '  Paperback  \n $28.30  \n\n\n   \n     3 Used from $28.30      ', '  Mass Market Paperback  \n $41.92  \n\n\n   \n     1 Used from $48.76         1 New from $41.92      ', '  Audio CD  \n $39.62  \n\n\n   \n     2 New from $19.97      '], '0786218681')",28.3,13.99
0470057521,"(['  Kindle  \n $26.50  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $11.05  \n\n\n   \n     8 Used from $6.12         3 New from $34.76      ', '  Digital  \n    \n                        \n    —\n             \n\n\n   \n  '], '0470057521')",11.05,
0671706837,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $19.99  \n\n\n   \n     17 Used from $4.00         3 New from $18.51         6 Collectible from $15.19      ', '  Paperback  \n    \n                             from $21.91                \n\n\n   \n     1 New from $21.91      ', '  Mass Market Paperback  \n $5.75  \n\n\n   \n     19 Used from $2.06      '], '0671706837')",5.75,19.99
1933633549,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $9.95  \n\n\n   \n     17 Used from $2.59      '], '1933633549')",9.95,
0743412400,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $10.56  \n\n\n   \n     34 Used from $4.49         4 New from $7.89         1 Collectible from $15.00      ', '  Mass Market Paperback  \n $14.00  \n\n\n   \n     29 Used from $2.12         2 New from $14.00      '], '0743412400')",14.0,10.56
0952373807,"(['  Hardcover  \n $17.80  \n\n\n   \n     4 Used from $13.00         1 New from $49.95         1 Collectible from $38.98      ', '  Paperback  \n $10.56 - $33.00  \n\n\n   \n     16 Used from $1.99         20 New from $23.35      '], '0952373807')",10.56,17.8
1599901986,"(['  Kindle  \n $6.39  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $13.48  \n\n\n   \n     20 Used from $1.40         1 New from $30.90         1 Collectible from $15.00      ', '  Paperback  \n $12.22  \n\n\n   \n     33 Used from $1.18      '], '1599901986')",12.22,13.48
0770422039,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $19.95  \n\n\n   \n     3 Used from $10.00      ', '  Unbound  \n $7.00  \n\n\n   \n     3 Used from $7.00      ', '  Mass Market Paperback  \n $800.00  \n\n\n   \n     18 Used from $4.99      '], '0770422039')",800.0,19.95
0099422565,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $9.29  \n\n\n   \n     36 Used from $1.95         3 New from $23.95         7 Collectible from $18.99      ', '  Paperback  \n $21.67  \n\n\n   \n     14 Used from $4.97         8 New from $16.60      ', '  Audio CD  \n $20.99  \n\n\n   \n     1 New from $20.99      '], '0099422565')",21.67,9.29
0800791665,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $10.99 to buy    ', '  Paperback  \n $10.17  \n\n\n   \n     59 Used from $1.30         3 New from $5.95         1 Collectible from $14.00      '], '0800791665')",10.17,
1410404684,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $9.00  \n\n\n   \n     8 Used from $5.02      ', '  Paperback  \n $12.29  \n\n\n   \n     159 Used from $1.16         20 New from $9.59         1 Collectible from $6.98      ', '  Mass Market Paperback  \n $16.29  \n\n\n   \n     38 Used from $1.90         14 New from $5.56      ', '  Audio CD  \n $5.94  \n\n\n   \n     8 Used from $5.25         4 New from $56.92      ', '  Digital  \n    \n                        \n    —\n             \n\n\n   \n  '], '1410404684')",12.29,9.0
