,ISBN,result
10,2721002708,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Paperback  \n $2.50  \n\n\n   \n     3 Used from $2.50         7 New from $27.22      ', '  Audio CD  \n    \n                             from $18.00                \n\n\n   \n     2 Used from $18.00         2 New from $22.20      ', '  Pocket Book  \n $5.07  \n\n\n   \n     1 Used from $5.07         3 New from $23.75      '], '2721002708')"
11,0786505419,"([], '0786505419')"
12,2035832063,"(['  Kindle  \n $0.00  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $13.99  \n\n\n   \n     1 New from $13.99      ', '  Paperback  \n $2.50  \n\n\n   \n     11 Used from $2.50      ', '  Mass Market Paperback  \n $3.54 - $5.38  \n\n\n   \n     9 Used from $3.00         9 New from $5.38      ', '  Pocket Book  \n $1.99 - $20.72  \n\n\n   \n     21 Used from $1.99         2 New from $20.72      '], '2035832063')"
13,1402213948,"(['  Mass Market Paperback  \n $6.98  \n\n\n   \n     5 Used from $4.49      '], '1402213948')"
14,0439962110,"(['  Paperback  \n $9.97  \n\n\n   \n     3 Used from $8.96      '], '0439962110')"
15,0805300910,"(['  Hardcover  \n $2.00  \n\n\n   \n     21 Used from $2.00         5 New from $6.00      '], '0805300910')"
16,1599901978,"(['  Kindle  \n $4.92  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $20.68  \n\n\n   \n     19 Used from $1.95      ', '  Paperback  \n    \n                             from $1.85                \n\n\n   \n     41 Used from $1.85         2 New from $9.65      '], '1599901978')"
17,0573601046,"(['  Kindle  \n $0.74  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $8.86  \n\n\n   \n     4 New from $8.86      ', '  Paperback  \n $10.95  \n\n\n   \n     22 Used from $1.28         9 New from $6.96      ', '  Mass Market Paperback  \n $6.83  \n\n\n   \n     7 Used from $2.85         1 New from $6.50      ', '  Audio CD  \n $29.95  \n\n\n   \n     1 New from $29.95      '], '0573601046')"
18,8878188808,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n    \n                             from $14.69                \n\n\n   \n     1 New from $14.69      '], '8878188808')"
19,0825305187,"(['  Kindle  \n $3.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $9.71  \n\n\n   \n     67 Used from $1.29         20 New from $4.48         10 Collectible from $4.95      '], '0825305187')"
20,0151012741,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $20.53  \n\n\n   \n     70 Used from $1.35         5 New from $11.91         4 Collectible from $8.95      ', '  Paperback  \n    \n                             from $2.00                \n\n\n   \n     39 Used from $2.00         21 New from $12.70      ', '  Audio CD  \n $19.99  \n\n\n   \n     3 New from $13.89      '], '0151012741')"
21,0807817635,"(['  Library Binding  \n    \n                             from $197.00                \n\n\n   \n     1 Used from $197.00      ', '  Paperback  \n $5.95  \n\n\n   \n     5 Used from $5.61      '], '0807817635')"
22,0460870947,"(['  Paperback  \n $9.56  \n\n\n   \n     10 Used from $2.34      ', '  Mass Market Paperback  \n $54.96  \n\n\n   \n     7 Used from $36.96         4 New from $104.94      '], '0460870947')"
23,1433214296,"(['  Kindle  \n $10.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $19.99  \n\n\n   \n     77 Used from $1.49         13 New from $7.29         6 Collectible from $8.96      ', '  Paperback  \n $12.99  \n\n\n   \n     34 Used from $1.46         7 New from $9.35      ', '  Audio CD  \n $15.42  \n\n\n   \n     4 Used from $5.99         3 New from $12.47      '], '1433214296')"
24,0199536848,"(['  Kindle  \n $7.00  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $13.99  \n\n\n   \n     1 New from $13.99      ', '  Paperback  \n $3.99  \n\n\n   \n     27 Used from $1.55         13 New from $3.99      ', '  Mass Market Paperback  \n $5.95  \n\n\n   \n     45 Used from $2.06         17 New from $2.95      ', '  Audio CD  \n $9.99  \n\n\n   \n     1 New from $9.99      ', '  Pocket Book  \n $7.95  \n\n\n   \n     52 Used from $1.96         21 New from $6.82         2 Collectible from $19.00      '], '0199536848')"
25,2020479907,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n    \n                             from $29.99                \n\n\n   \n     1 Used from $29.99      ', '  Paperback  \n $1.67  \n\n\n   \n     16 Used from $1.67      ', '  Mass Market Paperback  \n    \n                             from $16.50                \n\n\n   \n     1 Used from $16.50      ', '  Pocket Book  \n $28.95  \n\n\n   \n     9 Used from $2.50         2 New from $28.95      '], '2020479907')"
26,031214752X,"(['  Kindle  \n $1.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $6.37  \n\n\n   \n     14 Used from $2.87         1 New from $50.00      ', '  Paperback  \n $7.31  \n\n\n   \n     7 Used from $4.27         1 New from $108.48      ', '  Mass Market Paperback  \n $39.95  \n\n\n   \n     42 Used from $1.30         2 New from $39.95      ', '  Audio CD  \n $101.95  \n\n\n   \n     1 New from $101.95      '], '031214752X')"
27,3423210796,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $13.04  \n\n\n   \n     7 Used from $7.25         3 New from $65.93      ', '  Paperback  \n $9.85  \n\n\n   \n     4 Used from $9.85      ', '  MP3 CD  \n $17.64  \n\n\n   \n     1 Used from $17.64         9 New from $15.83      ', '  Pocket Book  \n    \n                             from $12.95                \n\n\n   \n     1 Used from $12.95      '], '3423210796')"
28,9681647289,"(['  Library Binding  \n $19.81  \n\n\n   \n     1 Used from $19.81      ', '  Paperback  \n $9.17  \n\n\n   \n     3 Used from $5.20         6 New from $16.51      ', '  Mass Market Paperback  \n    \n                             from $43.34                \n\n\n   \n     1 Used from $43.34         1 New from $58.02      '], '9681647289')"
29,0446403989,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $14.99  \n\n\n   \n     70 Used from $1.99         6 New from $8.78         2 Collectible from $9.18      ', '  Paperback  \n $5.15  \n\n\n   \n     30 Used from $1.18         1 New from $18.95      ', '  Mass Market Paperback  \n $9.96  \n\n\n   \n     8 Used from $3.45         1 New from $9.96      ', '  Audio CD  \n $39.65  \n\n\n   \n     2 New from $19.99      '], '0446403989')"
30,3551581738,"(['  Hardcover  \n $6.00  \n\n\n   \n     3 Used from $6.00      '], '3551581738')"
31,1423106407,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $9.28  \n\n\n   \n     45 Used from $0.50         11 New from $4.99         6 Collectible from $4.99      ', '  Paperback  \n $11.99  \n\n\n   \n     41 Used from $1.37         1 New from $24.99      ', '  MP3 CD  \n $24.95  \n\n\n   \n     1 Used from $10.98         1 New from $24.95      '], '1423106407')"
32,2723428583,"(['  Paperback  \n $60.27  \n\n\n   \n     2 Used from $60.25      '], '2723428583')"
33,0312385293,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $31.50  \n\n\n   \n     35 Used from $1.75         3 New from $22.80         13 Collectible from $9.95      ', '  Paperback  \n $24.99  \n\n\n   \n     36 Used from $1.95         13 New from $18.61      ', '  Mass Market Paperback  \n $7.02  \n\n\n   \n     25 Used from $1.35         1 New from $9.00      ', '  Audio CD  \n $39.95  \n\n\n   \n     2 New from $19.97      '], '0312385293')"
34,3899414500,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $8.15  \n\n\n   \n     2 Used from $8.15      '], '3899414500')"
35,8498168783,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $18.00  \n\n\n   \n     1 New from $18.00      ', '  Paperback  \n $14.57  \n\n\n   \n     1 Used from $19.26         2 New from $7.95      '], '8498168783')"
36,0613714342,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  School & Library Binding  \n $4.95  \n\n\n   \n     1 Used from $4.95         1 Collectible from $598.00      ', '  Paperback  \n $8.99  \n\n\n   \n     164 Used from $1.00         21 New from $5.90         4 Collectible from $5.50      ', '  Audio CD  \n $25.95  \n\n\n   \n     7 Used from $11.51         5 New from $18.69      '], '0613714342')"
37,1585470406,"(['  Kindle  \n $9.49  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Library Binding  \n $7.01  \n\n\n   \n     8 Used from $5.69         4 Collectible from $53.98      ', '  Paperback  \n $17.54  \n\n\n   \n     23 Used from $2.99         1 Collectible from $17.10      ', '  Mass Market Paperback  \n $9.99  \n\n\n   \n     19 Used from $1.81         5 New from $5.99         1 Collectible from $17.10      ', '  MP3 CD  \n $18.74  \n\n\n   \n     2 New from $14.97      '], '1585470406')"
38,9023421914,"(['  Paperback  \n    \n                             from $36.26                \n\n\n   \n     3 Used from $36.26      '], '9023421914')"
39,1847371302,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Library Binding  \n $26.80  \n\n\n   \n     2 Used from $18.57         2 New from $20.47      ', '  Paperback  \n $56.00  \n\n\n   \n     2 Used from $21.59         1 New from $56.00      ', '  MP3 CD  \n $17.84  \n\n\n   \n     1 Used from $15.95         2 New from $14.97      ', '  Multimedia CD  \n    \n                             from $29.99                \n\n\n   \n     1 Used from $29.99      '], '1847371302')"
40,0385729758,"(['  Kindle  \n $8.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $9.04  \n\n\n   \n     17 Used from $1.99         2 New from $9.04      ', '  Paperback  \n $14.27  \n\n\n   \n     15 Used from $3.87         9 New from $9.59      ', '  Mass Market Paperback  \n $5.99  \n\n\n   \n     11 Used from $1.75         1 New from $5.99      ', '  Audio CD  \n $5.80  \n\n\n   \n     1 New from $5.80      '], '0385729758')"
41,0027111008,"(['  Kindle  \n $4.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $4.95  \n\n\n   \n     29 Used from $4.95         3 New from $26.66         1 Collectible from $19.95      ', '  Paperback  \n $5.99  \n\n\n   \n     51 Used from $0.75         24 New from $3.99      '], '0027111008')"
42,159558353X,"([], '159558353X')"
43,1585473987,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Library Binding  \n $50.01  \n\n\n   \n     7 Used from $18.60         2 New from $50.01      ', '  Paperback  \n $14.32  \n\n\n   \n     11 Used from $5.07         8 New from $9.51      ', '  Mass Market Paperback  \n $4.75  \n\n\n   \n     97 Used from $1.15         2 New from $2.70      ', '  Audio CD  \n $24.14  \n\n\n   \n     1 Used from $15.99         2 New from $19.99      '], '1585473987')"
44,1597223174,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $38.91  \n\n\n   \n     1 Used from $38.91      ', '  Paperback  \n $9.99  \n\n\n   \n     104 Used from $0.99         18 New from $4.00         2 Collectible from $7.95      ', '  Audio CD  \n $99.00  \n\n\n   \n     19 Used from $10.46         2 New from $96.92      '], '1597223174')"
45,0340286458,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n    \n                        \n    —\n             \n\n\n   \n  ', '  Paperback  \n $16.79  \n\n\n   \n     14 Used from $3.66         6 New from $8.17      ', '  Mass Market Paperback  \n $34.13  \n\n\n   \n     22 Used from $3.49         2 New from $34.13      ', '  MP3 CD  \n $9.99  \n\n\n   \n     1 Used from $5.00         3 New from $8.76      '], '0340286458')"
46,0671201530,"(['  Kindle  \n $8.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $29.95  \n\n\n   \n     1 Used from $37.63         3 New from $29.95      ', '  Paperback  \n $9.99  \n\n\n   \n     56 Used from $1.28         1 New from $9.90         3 Collectible from $3.00      ', '  Mass Market Paperback  \n $9.28  \n\n\n   \n     8 Used from $8.24         3 New from $48.98      '], '0671201530')"
47,0312962444,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $18.99  \n\n\n   \n     31 Used from $1.95         7 New from $3.00         9 Collectible from $3.98      ', '  Paperback  \n $199.98  \n\n\n   \n     4 Used from $199.98      ', '  Mass Market Paperback  \n $7.80  \n\n\n   \n     57 Used from $1.89         1 Collectible from $24.95      ', '  Audio, Cassette  \n $9.87  \n\n\n   \n     3 Used from $9.87      '], '0312962444')"
48,0439967139,"(['  Paperback  \n $5.01  \n\n\n   \n     15 Used from $2.25      '], '0439967139')"
49,0816137870,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $17.00  \n\n\n   \n     1 Used from $17.00      ', '  Paperback  \n $6.74  \n\n\n   \n     8 Used from $2.75      ', '  Mass Market Paperback  \n $15.00  \n\n\n   \n     26 Used from $2.29         1 New from $15.00         2 Collectible from $20.00      '], '0816137870')"
50,0739321196,"(['  Kindle  \n $8.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $12.32  \n\n\n   \n     188 Used from $1.18         33 New from $4.98         4 Collectible from $4.22      ', '  Paperback  \n $14.00  \n\n\n   \n     23 Used from $3.50         11 New from $9.31      ', '  Mass Market Paperback  \n $8.99  \n\n\n   \n     113 Used from $1.33         10 New from $5.00         3 Collectible from $7.49      ', '  Audio CD  \n $5.12  \n\n\n   \n     11 Used from $4.80         1 Collectible from $102.71      ', '  Digital  \n    \n                        \n    —\n             \n\n\n   \n  '], '0739321196')"
51,2845994885,"(['  Paperback  \n $16.49  \n\n\n   \n     3 Used from $16.29      '], '2845994885')"
52,0521235030,"(['  Hardcover  \n $25.97  \n\n\n   \n     6 Used from $19.99      ', '  Paperback  \n $24.95 - $28.99  \n\n\n   \n     5 Used from $19.98         6 New from $24.76      '], '0521235030')"
53,0688089445,"(['  Library Binding  \n $9.98  \n\n\n   \n     17 Used from $1.95         7 New from $5.49      ', '  Paperback  \n $8.99  \n\n\n   \n     100 Used from $1.18         26 New from $1.98      ', '  Audio CD  \n $12.95  \n\n\n   \n     1 New from $12.95      '], '0688089445')"
54,0316328863,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $49.00  \n\n\n   \n     41 Used from $1.98         6 New from $42.01         11 Collectible from $2.35      ', '  Paperback  \n $6.09  \n\n\n   \n     3 Used from $6.09      ', '  Mass Market Paperback  \n $21.44  \n\n\n   \n     51 Used from $1.35         6 New from $20.54         1 Collectible from $7.50      '], '0316328863')"
55,0460101188,"(['  Kindle  \n $4.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n    \n                        \n    —\n             \n\n\n   \n  ', '  Paperback  \n $5.25  \n\n\n   \n     3 New from $5.25      '], '0460101188')"
56,0394580117,"(['  Hardcover  \n $27.51  \n\n\n   \n     39 Used from $1.35         4 New from $27.51         2 Collectible from $33.00      ', '  Paperback  \n $15.95  \n\n\n   \n     1 New from $15.95      '], '0394580117')"
57,0552155780,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $9.56  \n\n\n   \n     11 Used from $3.59      '], '0552155780')"
58,1400102367,"(['  Kindle  \n $8.79  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $8.44 - $19.58  \n\n\n   \n     96 Used from $1.75         18 New from $9.00         5 Collectible from $7.50      ', '  Paperback  \n $12.95 - $15.95  \n\n\n   \n     43 Used from $1.69         22 New from $10.95      ', '  Audio CD  \n $39.19  \n\n\n   \n     2 Used from $11.26         2 New from $21.99      '], '1400102367')"
59,0448025442,"(['  Kindle  \n $0.62  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $5.99  \n\n\n   \n     24 Used from $2.00         7 Collectible from $9.95      ', '  Paperback  \n $1.90 - $4.69  \n\n\n   \n     2 Used from $1.90         1 New from $4.69      ', '  Mass Market Paperback  \n $6.49 - $7.99  \n\n\n   \n     156 Used from $0.50         33 New from $4.39         1 Collectible from $72.83      ', '  Audio CD  \n $9.99  \n\n\n   \n     1 New from $9.99      '], '0448025442')"
60,8466629556,"(['  Hardcover  \n $37.38  \n\n\n   \n     2 Used from $37.38         1 New from $46.73      ', '  Paperback  \n $7.49  \n\n\n   \n     5 Used from $3.51      ', '  Mass Market Paperback  \n $5.56  \n\n\n   \n     3 Used from $5.56         4 New from $15.87      ', '  Flexibound  \n    \n                             from $30.04                \n\n\n   \n     2 Used from $30.04      '], '8466629556')"
61,1421516047,"(['  Kindle & Comixology  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $14.86  \n\n\n   \n     10 Used from $2.70      '], '1421516047')"
62,1417764406,"(['  Kindle  \n $8.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $4.48  \n\n\n   \n     23 Used from $1.99         1 New from $14.99         2 Collectible from $22.95      ', '  Paperback  \n $8.99  \n\n\n   \n     31 Used from $1.37         11 New from $7.10      ', '  Audio CD  \n $14.99  \n\n\n   \n     1 Used from $7.25         4 New from $10.31      '], '1417764406')"
63,1427026157,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $14.98  \n\n\n   \n     1 New from $14.98      ', '  Paperback  \n $5.49  \n\n\n   \n     1 New from $5.49      ', '  MP3 CD  \n $19.00  \n\n\n   \n     1 New from $19.00      '], '1427026157')"
64,0439928257,"(['  Hardcover  \n $11.99  \n\n\n   \n     16 Used from $2.30         19 New from $7.99      '], '0439928257')"
65,0918518652,"(['  Hardcover  \n $127.36  \n\n\n   \n     12 Used from $7.01      '], '0918518652')"
66,0739416405,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $3.99 to buy    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $31.95  \n\n\n   \n     6 Used from $2.49         1 New from $31.95      ', '  Paperback  \n    \n                             from $111.99                \n\n\n   \n     2 Used from $111.99      ', '  Mass Market Paperback  \n $8.89  \n\n\n   \n     82 Used from $0.99      ', '  MP3 CD  \n $14.99  \n\n\n   \n     1 New from $14.99      '], '0739416405')"
67,0889221901,"(['  Kindle  \n $14.84  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $19.95  \n\n\n   \n     25 Used from $4.00         8 New from $15.45      '], '0889221901')"
68,0380752115,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $4.99 to buy    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $10.73  \n\n\n   \n     9 Used from $6.75         1 New from $10.00         2 Collectible from $24.95      ', '  Paperback  \n $5.95  \n\n\n   \n     26 Used from $0.07         1 Collectible from $10.00      ', '  Mass Market Paperback  \n $6.99  \n\n\n   \n     13 Used from $2.79         1 New from $6.99      '], '0380752115')"
69,141782235X,"(['  Kindle  \n $8.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Library Binding  \n $5.96  \n\n\n   \n     7 Used from $1.49      ', '  Paperback  \n $8.99  \n\n\n   \n     52 Used from $0.99         19 New from $7.14      ', '  Audio CD  \n $42.01  \n\n\n   \n     2 New from $21.49      '], '141782235X')"
70,2890514188,"(['  Mass Market Paperback  \n $14.65  \n\n\n   \n     5 Used from $12.25      '], '2890514188')"
71,0783890036,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $8.17  \n\n\n   \n     10 Used from $5.00         1 New from $25.00         1 Collectible from $16.12      ', '  Paperback  \n $21.95  \n\n\n   \n     6 Used from $5.49         1 New from $21.95      ', '  Mass Market Paperback  \n $12.23  \n\n\n   \n     12 Used from $9.09      ', '  MP3 CD  \n $9.99  \n\n\n   \n     4 New from $8.76      '], '0783890036')"
