,ISBN,result
34,0451188489,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $9.95  \n\n\n   \n     45 Used from $1.45         11 New from $4.84         9 Collectible from $8.50      ', '  Paperback  \n $9.99  \n\n\n   \n     87 Used from $0.99         17 New from $6.99         2 Collectible from $4.01      ', '  Mass Market Paperback  \n $8.83  \n\n\n   \n     63 Used from $0.01         2 New from $10.00         3 Collectible from $4.00      ', '  Audio CD  \n $17.95  \n\n\n   \n     5 Used from $17.94      '], '0451188489')"
35,0843928387,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $2.99 to buy    ', '  Paperback  \n $6.18  \n\n\n   \n     8 Used from $3.87      '], '0843928387')"
36,3404146786,"(['  Kindle  \n $5.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $7.43  \n\n\n   \n     2 Used from $7.43      '], '3404146786')"
37,8804550198,"(['  Hardcover  \n $10.56  \n\n\n   \n     15 Used from $3.17      ', '  Paperback  \n $10.53  \n\n\n   \n     10 Used from $6.12      '], '8804550198')"
38,4088737067,"(['  Comics  \n $39.95  \n\n\n   \n     9 Used from $2.98         3 New from $39.95         1 Collectible from $30.00      '], '4088737067')"
39,0753826445,"(['  Kindle  \n $13.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $30.00  \n\n\n   \n     113 Used from $1.45         8 New from $11.00         23 Collectible from $8.01      ', '  Paperback  \n $10.56  \n\n\n   \n     25 Used from $2.00         2 New from $33.92      ', '  Mass Market Paperback  \n $26.93  \n\n\n   \n     1 Used from $20.76         1 New from $26.93      ', '  MP3 CD  \n $64.17  \n\n\n   \n     1 Used from $55.00         1 New from $64.17      '], '0753826445')"
40,2743612819,"(['  Paperback  \n $6.00  \n\n\n   \n     13 Used from $6.00         1 New from $9.98      ', '  Mass Market Paperback  \n    \n                             from $69.99                \n\n\n   \n     1 Used from $69.99      ', '  Pocket Book  \n $23.30  \n\n\n   \n     30 Used from $4.50         7 New from $19.30      '], '2743612819')"
41,159880121X,"(['  Paperback  \n $24.99  \n\n\n   \n     19 Used from $1.35         1 New from $24.99         1 Collectible from $19.95      '], '159880121X')"
42,0387945954,"(['  eTextbook  \n $30.00 - $47.39  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $45.30 - $59.99  \n\n\n   \n     6 Used from $46.72         5 New from $55.99       1 Rentals from  $45.30      ', '  Paperback  \n $43.56  \n\n\n   \n     4 Used from $43.56      '], '0387945954')"
43,0471154393,"(['  Hardcover  \n $64.99  \n\n\n   \n     7 Used from $36.48         2 New from $139.46      ', '  Paperback  \n $7.54 - $36.47  \n\n\n   \n     7 Used from $3.56         7 New from $36.37      '], '0471154393')"
44,0749937106,"(['  Kindle  \n $2.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $9.61  \n\n\n   \n     4 Used from $5.69      ', '  Paperback  \n $38.39  \n\n\n   \n     6 Used from $22.71      ', '  Mass Market Paperback  \n $8.99  \n\n\n   \n     39 Used from $1.50         3 New from $5.45      '], '0749937106')"
45,0694012165,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $15.22  \n\n\n   \n     122 Used from $1.08         14 New from $14.94         5 Collectible from $6.50      ', '  Paperback  \n $5.95  \n\n\n   \n     19 Used from $1.95         4 Collectible from $9.95      '], '0694012165')"
46,0811217523,"(['  Kindle  \n $14.95  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $8.46  \n\n\n   \n     4 Used from $8.46         1 New from $50.00         1 Collectible from $15.00      ', '  Paperback  \n $15.83  \n\n\n   \n     9 Used from $8.99         3 New from $11.83      '], '0811217523')"
47,3570127729,"(['  Perfect Paperback  \n $7.83  \n\n\n   \n     2 Used from $7.83         1 New from $45.63      '], '3570127729')"
48,0606343296,"([], '0606343296')"
49,1417792191,"([], '1417792191')"
50,225304282X,"(['  Paperback  \n $4.82  \n\n\n   \n     4 Used from $4.82      '], '225304282X')"
51,1587244152,"(['  Kindle  \n $5.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $25.95  \n\n\n   \n     3 Used from $4.02         1 New from $25.95      ', '  Mass Market Paperback  \n $9.64  \n\n\n   \n     45 Used from $2.28         2 New from $29.95      '], '1587244152')"
52,1406584932,"([], '1406584932')"
53,155166268X,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Paperback  \n $23.61  \n\n\n   \n     5 Used from $13.22      ', '  Mass Market Paperback  \n $7.04  \n\n\n   \n     31 Used from $1.37      '], '155166268X')"
54,0670031100,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $30.99  \n\n\n   \n     15 Used from $3.52         2 New from $30.99      ', '  Paperback  \n $8.35 - $20.00  \n\n\n   \n     50 Used from $1.63         11 New from $10.91      ', '  Audio CD  \n $41.23  \n\n\n   \n     2 New from $20.99      '], '0670031100')"
55,0061240249,"(['  Kindle  \n $13.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $13.29  \n\n\n   \n     23 Used from $3.00         4 New from $14.69         5 Collectible from $8.99      ', '  Paperback  \n $12.19  \n\n\n   \n     43 Used from $1.36         19 New from $5.99         3 Collectible from $10.99      ', '  Audio CD  \n $39.65  \n\n\n   \n     2 New from $20.99      '], '0061240249')"
56,1604501707,"(['  Kindle  \n $0.00  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $15.00  \n\n\n   \n     1 New from $15.00      ', '  Paperback  \n    \n                             from $11.06                \n\n\n   \n     2 Used from $13.96         5 New from $11.06      ', '  MP3 CD  \n $14.99  \n\n\n   \n     1 New from $14.99      '], '1604501707')"
57,0307260887,"([], '0307260887')"
58,0439855624,"(['  Kindle & Comixology  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $10.49  \n\n\n   \n     28 Used from $1.72         5 New from $8.99         4 Collectible from $16.63      ', '  Paperback  \n $4.95  \n\n\n   \n     44 Used from $1.18         2 New from $7.49      '], '0439855624')"
59,0547053738,"(['  Kindle  \n $9.68  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $10.70  \n\n\n   \n     43 Used from $1.54         2 New from $18.30         6 Collectible from $12.98      ', '  Paperback  \n $10.19  \n\n\n   \n     92 Used from $1.28         19 New from $7.99         3 Collectible from $8.50      ', '  MP3 CD  \n $9.99  \n\n\n   \n     3 New from $8.76      '], '0547053738')"
60,2092825771,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n    \n                             from $24.59                \n\n\n   \n     2 Used from $24.59         2 New from $26.60      ', '  Paperback  \n $7.29  \n\n\n   \n     7 Used from $2.50      ', '  Mass Market Paperback  \n $6.39  \n\n\n   \n     20 Used from $2.56         11 New from $6.39         1 Collectible from $29.00      ', '  Audio CD  \n $125.00  \n\n\n   \n     1 New from $125.00      ', '  Pocket Book  \n $8.76  \n\n\n   \n     20 Used from $3.14         15 New from $8.76      '], '2092825771')"
61,0553261762,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $33.97  \n\n\n   \n     11 Used from $32.95         1 New from $29.99      ', '  Paperback  \n    \n                             from $34.99                \n\n\n   \n     1 New from $34.99      ', '  Mass Market Paperback  \n $6.98  \n\n\n   \n     9 Used from $1.25      ', '  Audio CD  \n $26.32  \n\n\n   \n     10 Used from $4.68         3 New from $22.32      '], '0553261762')"
62,3453523024,"(['  Kindle  \n $7.05  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $6.59  \n\n\n   \n     4 Used from $6.59         5 New from $11.00      '], '3453523024')"
63,0517494264,"(['  Kindle  \n $8.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n    \n                             from $46.00                \n\n\n   \n     2 Used from $46.00      ', '  Paperback  \n $9.99  \n\n\n   \n     66 Used from $1.38         14 New from $7.71         3 Collectible from $59.79      ', '  Mass Market Paperback  \n $15.98  \n\n\n   \n     170 Used from $1.16         5 New from $8.99         2 Collectible from $10.00      ', '  Audio, Cassette  \n $9.63  \n\n\n   \n     2 Used from $9.63      ', '  Book Supplement  \n $46.81  \n\n\n   \n     3 Used from $46.81      '], '0517494264')"
64,0755337441,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Paperback  \n $9.56  \n\n\n   \n     8 Used from $0.15      ', '  Mass Market Paperback  \n $7.99  \n\n\n   \n     71 Used from $1.29         4 New from $7.99      ', '  Pocket Book  \n $2.50  \n\n\n   \n     9 Used from $2.50      '], '0755337441')"
65,1582342695,"(['  Kindle  \n $11.16  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n    \n                             from $1.69                \n\n\n   \n     18 Used from $1.69         3 New from $2.50         5 Collectible from $9.00      ', '  Paperback  \n $13.94  \n\n\n   \n     22 Used from $1.85         2 New from $7.50      '], '1582342695')"
66,2266071173,"(['  Pocket Book  \n $3.00  \n\n\n   \n     30 Used from $2.00         6 New from $11.29      '], '2266071173')"
67,0345430395,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $11.16  \n\n\n   \n     34 Used from $1.95         5 New from $7.77         7 Collectible from $10.00      ', '  Paperback  \n $12.93  \n\n\n   \n     49 Used from $1.99         1 New from $8.20         1 Collectible from $10.50      ', '  Mass Market Paperback  \n    \n                             from $33.48                \n\n\n   \n     5 Used from $33.48         2 New from $47.10      ', '  Audio CD  \n $28.99  \n\n\n   \n     3 Used from $25.00      '], '0345430395')"
68,1401309216,"(['  Hardcover  \n $17.31  \n\n\n   \n     14 Used from $1.49      '], '1401309216')"
69,3426501554,"(['  Perfect Paperback  \n $7.78  \n\n\n   \n     2 Used from $7.78      '], '3426501554')"
70,0713905719,"(['  Kindle  \n $10.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $7.54  \n\n\n   \n     2 Used from $7.54      ', '  Paperback  \n $9.48 - $21.00  \n\n\n   \n     68 Used from $1.95         14 New from $12.32      ', '  Mass Market Paperback  \n $14.37  \n\n\n   \n     7 Used from $14.36         1 New from $39.53      '], '0713905719')"
71,2842421523,"(['  Paperback  \n $30.69  \n\n\n   \n     2 Used from $18.74         8 New from $12.75      ', '  Mass Market Paperback  \n    \n                             from $20.11                \n\n\n   \n     2 Used from $20.11         3 New from $25.14      '], '2842421523')"
72,1591026423,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $14.95  \n\n\n   \n     19 Used from $2.49         3 New from $10.00      ', '  Paperback  \n $33.65  \n\n\n   \n     13 Used from $1.95         4 New from $33.65         1 Collectible from $37.99      ', '  Preloaded Digital Audio Player  \n    \n                        \n    —\n             \n\n\n   \n  '], '1591026423')"
73,1416942084,"(['  Kindle  \n $5.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $16.99  \n\n\n   \n     9 Used from $5.95         1 New from $16.99      ', '  Paperback  \n $5.99  \n\n\n   \n     24 Used from $1.43         5 New from $5.66      '], '1416942084')"
74,0671521519,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $9.60  \n\n\n   \n     15 Used from $4.95         1 New from $48.94         4 Collectible from $26.00      ', '  Paperback  \n $12.79  \n\n\n   \n     21 Used from $2.60         4 New from $8.00         1 Collectible from $4.99      ', '  Mass Market Paperback  \n $38.98  \n\n\n   \n     1 Used from $35.32         1 New from $38.98      '], '0671521519')"
75,2265065471,"(['  Paperback  \n $3.00  \n\n\n   \n     4 Used from $3.00      ', '  Pocket Book  \n $29.00  \n\n\n   \n     4 Used from $2.00         6 New from $11.10      '], '2265065471')"
76,8433917234,"(['  Mass Market Paperback  \n    \n                             from $12.14                \n\n\n   \n     6 New from $12.14      '], '8433917234')"
77,0316808415,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $10.54  \n\n\n   \n     13 Used from $6.55         1 Collectible from $20.00      ', '  Paperback  \n $7.20  \n\n\n   \n     15 Used from $1.35         2 Collectible from $6.49      ', '  Mass Market Paperback  \n $6.92  \n\n\n   \n     12 Used from $2.99         1 New from $14.92         1 Collectible from $19.00      ', '  Preloaded Digital Audio Player  \n    \n                        \n    —\n             \n\n\n   \n  '], '0316808415')"
78,0590940236,"(['  Paperback  \n $47.18  \n\n\n   \n     5 Used from $14.95      '], '0590940236')"
79,0548490570,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $19.97  \n\n\n   \n     1 New from $19.97      ', '  Paperback  \n $38.95  \n\n\n   \n     3 New from $38.41      ', '  MP3 CD  \n $19.00  \n\n\n   \n     1 New from $19.00      '], '0548490570')"
80,0895986655,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Paperback  \n    \n                        \n    —\n             \n\n\n   \n  '], '0895986655')"
81,1551668459,"(['  Kindle  \n $5.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $28.95  \n\n\n   \n     3 Used from $17.01         1 New from $28.95      ', '  Mass Market Paperback  \n $6.37  \n\n\n   \n     55 Used from $0.01         3 New from $8.23      '], '1551668459')"
82,1862070717,"(['  Hardcover  \n $92.00  \n\n\n   \n     23 Used from $4.95         5 New from $76.86         5 Collectible from $14.66      ', '  Paperback  \n $10.56  \n\n\n   \n     20 Used from $3.14         1 New from $28.65      ', '  Mass Market Paperback  \n $37.96  \n\n\n   \n     6 Used from $37.96      '], '1862070717')"
83,0394604318,"(['  Kindle  \n $0.00  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $8.82  \n\n\n   \n     8 Used from $5.00      ', '  Paperback  \n $5.99  \n\n\n   \n     1 New from $5.99      ', '  Mass Market Paperback  \n $12.83  \n\n\n   \n     3 Used from $11.19         8 New from $12.83      ', '  MP3 CD  \n $29.99  \n\n\n   \n     1 New from $29.99      '], '0394604318')"
