,ISBN,result
27,0553109731,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $12.69  \n\n\n   \n     59 Used from $2.08         12 New from $8.22         3 Collectible from $8.01      ', '  Paperback  \n $14.40  \n\n\n   \n     1 Used from $14.40         5 New from $19.51      ', '  Mass Market Paperback  \n $7.99  \n\n\n   \n     64 Used from $1.49         8 New from $6.65         2 Collectible from $8.50      ', '  MP3 CD  \n $5.25  \n\n\n   \n     1 New from $5.25      '], '0553109731')"
28,0670063304,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $20.32  \n\n\n   \n     27 Used from $1.95         3 New from $17.99         1 Collectible from $11.99      ', '  Paperback  \n $9.99  \n\n\n   \n     57 Used from $1.35         10 New from $7.72      '], '0670063304')"
29,0743209559,"(['  Hardcover  \n $10.56  \n\n\n   \n     11 Used from $2.07         1 New from $120.13      ', '  Paperback  \n $36.20  \n\n\n   \n     7 Used from $35.33      '], '0743209559')"
30,1417616547,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $46.98  \n\n\n   \n     8 Used from $46.98         5 New from $80.99      ', '  Paperback  \n    \n                             from $10.00                \n\n\n   \n     11 Used from $10.00         4 New from $12.61      ', '  Mass Market Paperback  \n $9.99  \n\n\n   \n     42 Used from $3.99         8 New from $9.76         3 Collectible from $15.99      ', '  Audio, Cassette  \n $8.45  \n\n\n   \n     4 Used from $7.45      ', '  Book Supplement  \n    \n                             from $50.01                \n\n\n   \n     1 Used from $50.01         1 Collectible from $60.00      '], '1417616547')"
31,9871173210,"(['  Kindle  \n $3.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n    \n                        \n    —\n             \n\n\n   \n  ', '  Paperback  \n    \n                             from $195.00                \n\n\n   \n     1 New from $195.00      ', '  Mass Market Paperback  \n $36.63  \n\n\n   \n     3 Used from $36.63      '], '9871173210')"
32,0753172135,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $35.50  \n\n\n   \n     3 Used from $18.60         1 New from $35.50      ', '  Paperback  \n $15.00  \n\n\n   \n     47 Used from $1.47         5 New from $11.00      '], '0753172135')"
33,1569319456,"(['  Paperback  \n    \n                             from $3.99                \n\n\n   \n     7 Used from $3.99      '], '1569319456')"
34,1934144266,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $4.95 to buy    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $16.95  \n\n\n   \n     8 Used from $5.97         2 New from $16.95      ', '  Paperback  \n $10.95  \n\n\n   \n     16 Used from $1.35         8 New from $10.95      '], '1934144266')"
35,9004113584,"(['  Hardcover  \n $294.96  \n\n\n   \n     4 Used from $294.96         1 New from $318.49      '], '9004113584')"
36,0449210014,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $124.99  \n\n\n   \n     30 Used from $4.37         1 New from $124.99         1 Collectible from $6.91      ', '  Paperback  \n $6.03  \n\n\n   \n     20 Used from $2.06         1 Collectible from $19.89      ', '  Mass Market Paperback  \n $42.95  \n\n\n   \n     3 Used from $6.00         1 New from $42.95      ', '  Audio CD  \n $42.02  \n\n\n   \n     2 New from $21.49      '], '0449210014')"
37,0312533780,"(['  Kindle  \n $8.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $17.05  \n\n\n   \n     89 Used from $1.18         10 New from $13.01         3 Collectible from $11.95      ', '  Paperback  \n    \n                             from $18.93                \n\n\n   \n     3 New from $18.93      ', '  Mass Market Paperback  \n $8.99  \n\n\n   \n     77 Used from $1.43         24 New from $7.19         1 Collectible from $31.40      ', '  Audio CD  \n $22.74  \n\n\n   \n     2 New from $19.99      '], '0312533780')"
38,0833561782,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  School & Library Binding  \n $18.80  \n\n\n   \n     2 Used from $6.05         2 New from $9.99      ', '  Paperback  \n $8.99  \n\n\n   \n     75 Used from $1.95         12 New from $7.95         3 Collectible from $4.95      ', '  Audio CD  \n $10.99  \n\n\n   \n     5 Used from $5.02         12 New from $8.67      ', '  Board book  \n $7.99  \n\n\n   \n     18 Used from $1.35         16 New from $7.03      '], '0833561782')"
39,2266029614,"(['  Kindle  \n $8.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $3.27  \n\n\n   \n     25 Used from $2.50      ', '  Pocket Book  \n $12.34  \n\n\n   \n     5 Used from $8.07         7 New from $12.34      '], '2266029614')"
40,0195064860,"(['  Hardcover  \n $46.57  \n\n\n   \n     11 Used from $11.50         1 New from $40.00         1 Collectible from $59.99      '], '0195064860')"
41,1598116886,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $9.72  \n\n\n   \n     31 Used from $4.22         2 New from $12.60      ', '  Paperback  \n $12.12  \n\n\n   \n     2 Used from $12.12      ', '  Audio CD  \n $23.78  \n\n\n   \n     3 Used from $19.98      '], '1598116886')"
42,1416958746,"(['  Kindle  \n $8.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $8.99  \n\n\n   \n     30 Used from $1.40         10 New from $4.95      '], '1416958746')"
43,0937986917,"(['  Kindle  \n $13.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $79.95  \n\n\n   \n     6 Used from $79.95         2 New from $295.00         5 Collectible from $224.00      ', '  Paperback  \n $11.99  \n\n\n   \n     53 Used from $3.49         28 New from $5.25         1 Collectible from $14.90      ', '  Mass Market Paperback  \n $14.98  \n\n\n   \n     118 Used from $1.58         10 New from $10.25         12 Collectible from $2.66      ', '  Audio CD  \n $27.44  \n\n\n   \n     1 Used from $18.47         2 New from $22.49      '], '0937986917')"
44,0786279303,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $7.21  \n\n\n   \n     9 Used from $4.99      ', '  Paperback  \n    \n                             from $37.70                \n\n\n   \n     2 Used from $37.70         3 New from $43.61      ', '  MP3 CD  \n $14.99  \n\n\n   \n     1 New from $14.99      '], '0786279303')"
45,1416947280,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $16.99  \n\n\n   \n     22 Used from $1.18         5 New from $12.35         1 Collectible from $10.95      ', '  Paperback  \n $15.31  \n\n\n   \n     32 Used from $1.18      '], '1416947280')"
46,0898154391,"(['  Paperback  \n    \n                             from $1.61                \n\n\n   \n     17 Used from $1.61         3 New from $2.95         1 Collectible from $29.44      '], '0898154391')"
47,1605972630,"(['  Kindle  \n $0.00  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $15.99  \n\n\n   \n     1 New from $15.99      ', '  Paperback  \n $17.99  \n\n\n   \n     1 Used from $14.61         6 New from $13.95      ', '  Mass Market Paperback  \n $15.89  \n\n\n   \n     2 Used from $15.89         3 New from $11.91      ', '  Audio CD  \n $18.99  \n\n\n   \n     1 New from $18.99      ', '  Digital  \n    \n                        \n    —\n             \n\n\n   \n  '], '1605972630')"
48,0307392376,"(['  Kindle  \n $2.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $29.98  \n\n\n   \n     2 Used from $25.99         1 New from $29.98      ', '  Paperback  \n $9.34  \n\n\n   \n     4 Used from $8.62         1 New from $99.99      ', '  Mass Market Paperback  \n $18.18  \n\n\n   \n     3 Used from $7.31         3 New from $14.13      '], '0307392376')"
49,1417639822,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Library Binding  \n $29.40  \n\n\n   \n     1 New from $29.40      ', '  Paperback  \n $16.99  \n\n\n   \n     14 Used from $0.59         7 New from $13.59      ', '  Audio CD  \n $14.99  \n\n\n   \n     1 Used from $11.95         3 New from $11.26      '], '1417639822')"
50,0786233524,"(['  Kindle  \n $1.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $8.68  \n\n\n   \n     4 Used from $8.68      ', '  Paperback  \n $29.95  \n\n\n   \n     3 Used from $19.99         1 New from $29.95      ', '  Mass Market Paperback  \n $8.99  \n\n\n   \n     71 Used from $1.35         6 New from $7.55         2 Collectible from $4.25      ', '  Audio CD  \n $14.95  \n\n\n   \n     10 Used from $3.00         2 New from $14.95      '], '0786233524')"
51,1416554955,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Paperback  \n $11.19  \n\n\n   \n     81 Used from $1.16         9 New from $11.18         2 Collectible from $6.97      ', '  Audio CD  \n $34.99  \n\n\n   \n     3 Used from $11.00         2 New from $19.41      '], '1416554955')"
52,1600967639,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $39.95  \n\n\n   \n     6 New from $39.95      ', '  Paperback  \n $14.95  \n\n\n   \n     1 New from $14.95      ', '  MP3 CD  \n $24.99  \n\n\n   \n     1 New from $24.99      '], '1600967639')"
53,0075543729,"(['  Kindle  \n $15.71  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $54.00  \n\n\n   \n     1 Used from $54.00      ', '  Paperback  \n $4.55  \n\n\n   \n     29 Used from $1.49      ', '  Mass Market Paperback  \n $6.49  \n\n\n   \n     5 Used from $4.83      '], '0075543729')"
54,1419161946,"(['  Kindle  \n $1.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $24.95  \n\n\n   \n     3 New from $24.95      ', '  Paperback  \n $21.95  \n\n\n   \n     2 Used from $13.00         4 New from $21.95      '], '1419161946')"
55,1417796561,"(['  Library Binding  \n    \n                        \n    —\n             \n\n\n   \n  ', '  Paperback  \n $8.56  \n\n\n   \n     13 Used from $0.01      '], '1417796561')"
56,0671778935,"(['  Hardcover  \n $22.95  \n\n\n   \n     4 Used from $18.34         1 New from $22.95         1 Collectible from $75.00      ', '  Paperback  \n $4.95  \n\n\n   \n     14 Used from $1.95         3 New from $17.15      ', '  Mass Market Paperback  \n $4.95  \n\n\n   \n     10 Used from $1.35      '], '0671778935')"
57,902254155X,"([], '902254155X')"
58,208070611X,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $4.91  \n\n\n   \n     4 Used from $2.50      ', '  Paperback  \n $18.27  \n\n\n   \n     1 Used from $41.57         6 New from $18.27      ', '  Mass Market Paperback  \n $4.91  \n\n\n   \n     5 Used from $4.91         1 New from $36.23      ', '  Pocket Book  \n $3.27  \n\n\n   \n     8 Used from $2.50      '], '208070611X')"
59,207051434X,"(['  Kindle  \n $0.00  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $66.90  \n\n\n   \n     3 New from $63.09      ', '  Paperback  \n $4.49  \n\n\n   \n     1 New from $4.49      ', '  Mass Market Paperback  \n $11.95  \n\n\n   \n     4 New from $11.95      ', '  Pocket Book  \n $3.15  \n\n\n   \n     8 Used from $3.15         1 New from $19.95      '], '207051434X')"
60,9189632079,"(['  Staple Bound  \n $45.83  \n\n\n   \n     1 Used from $45.83      '], '9189632079')"
61,9022992543,"(['  Paperback  \n    \n                             from $30.45                \n\n\n   \n     2 Used from $30.45         3 New from $34.56      '], '9022992543')"
62,1840325887,"([], '1840325887')"
63,1561630845,"(['  Paperback  \n $47.82  \n\n\n   \n     7 Used from $43.83      '], '1561630845')"
64,0007197640,"(['  Hardcover  \n $17.09  \n\n\n   \n     3 Used from $2.34      ', '  Paperback  \n $10.56  \n\n\n   \n     28 Used from $0.50         8 New from $12.95      ', '  Mass Market Paperback  \n $8.46  \n\n\n   \n     17 Used from $1.71      ', '  Audio CD  \n $99.00  \n\n\n   \n     3 Used from $5.09         1 New from $99.00      '], '0007197640')"
65,0800732405,"(['  Kindle  \n $0.00  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $10.41  \n\n\n   \n     27 Used from $2.10         2 New from $29.99      ', '  Paperback  \n $11.79  \n\n\n   \n     95 Used from $1.71         15 New from $6.79         1 Collectible from $12.00      ', '  Mass Market Paperback  \n $8.99  \n\n\n   \n     51 Used from $1.40         12 New from $3.25      ', '  Audio CD  \n $43.65  \n\n\n   \n     2 New from $22.49      '], '0800732405')"
66,141778055X,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $16.99  \n\n\n   \n     7 Used from $4.75         5 New from $12.35      ', '  Paperback  \n $10.99  \n\n\n   \n     26 Used from $1.95         4 New from $9.95      ', '  Mass Market Paperback  \n $6.97  \n\n\n   \n     15 Used from $1.35         1 New from $9.97         2 Collectible from $9.99      ', '  Audio CD  \n $34.99  \n\n\n   \n     2 New from $17.49      '], '141778055X')"
67,0525245456,"(['  Hardcover  \n $23.90  \n\n\n   \n     75 Used from $1.79         12 New from $9.68         29 Collectible from $5.92      ', '  Paperback  \n $16.85  \n\n\n   \n     37 Used from $1.45         10 New from $11.78         1 Collectible from $18.00      '], '0525245456')"
68,2915549338,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Paperback  \n $100.00  \n\n\n   \n     2 Used from $6.53         4 New from $32.20      '], '2915549338')"
69,8822245237,"(['  Hardcover  \n $37.57  \n\n\n   \n     4 New from $27.91      ', '  Paperback  \n    \n                             from $189.00                \n\n\n   \n     1 New from $189.00      '], '8822245237')"
70,1417692642,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $20.24  \n\n\n   \n     184 Used from $1.38         8 New from $15.91         9 Collectible from $13.30      ', '  Paperback  \n $10.49  \n\n\n   \n     159 Used from $1.35         24 New from $9.14         1 Collectible from $30.00      ', '  Audio CD  \n $9.99  \n\n\n   \n     8 Used from $6.95         1 Collectible from $3.99      '], '1417692642')"
71,4592188888,"(['  Comics  \n $15.84  \n\n\n   \n     3 Used from $11.85      '], '4592188888')"
72,3570132463,"(['  Hardcover  \n $13.04  \n\n\n   \n     2 Used from $13.04      ', '  Paperback  \n $10.78  \n\n\n   \n     4 Used from $10.78      '], '3570132463')"
73,3785716125,"(['  Kindle  \n $10.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $14.42  \n\n\n   \n     3 Used from $14.42      ', '  Paperback  \n $9.88  \n\n\n   \n     5 Used from $7.04      '], '3785716125')"
